X,Y
0.03250325,0.6536778
0.03260326,0.6720542
0.03270327,0.6904365
0.032803282,0.70881546
0.03290329,0.7271973
0.0330033,0.74557793
0.03310331,0.76395786
0.03320332,0.7823378
0.03330333,0.8007175
0.03340334,0.8190979
0.03350335,0.8374816
0.03360336,0.85585845
0.033703372,0.8742393
0.03380338,0.8926178
0.03390339,0.91099775
0.0340034,0.9293786
0.034103412,0.9477595
0.03420342,0.96614254
0.03430343,0.98451936
0.03440344,1.0029014
0.03450345,1.0212835
0.03460346,1.0396646
0.03470347,1.0580426
0.03480348,1.076423
0.03490349,1.0948032
0.035003502,1.1131836
0.03510351,1.1315628
0.03520352,1.149944
0.03530353,1.1683234
0.03540354,1.186705
0.03550355,1.2050849
0.03560356,1.2234665
0.03570357,1.241846
0.03580358,1.2602249
0.03590359,1.2786059
0.0360036,1.2969875
0.03610361,1.315365
0.03620362,1.3337473
0.036303632,1.3521281
0.03640364,1.3705064
0.03650365,1.3888892
0.03660366,1.4072671
0.03670367,1.4256479
0.03680368,1.4440304
0.03690369,1.4624113
0.0370037,1.4807869
0.03710371,1.4991685
0.03720372,1.5175503
0.03730373,1.5359306
0.03740374,1.5543119
0.03750375,1.5726907
0.037603762,1.5910739
0.03770377,1.6094517
0.03780378,1.6278322
0.03790379,1.646214
0.0380038,1.6645943
0.03810381,1.6829737
0.03820382,1.7013549
0.03830383,1.719733
0.03840384,1.7381159
0.03850385,1.7564961
0.03860386,1.7748725
0.03870387,1.7932554
0.03880388,1.811631
0.038903892,1.8299612
0.0390039,1.8482903
0.03910391,1.8666219
0.03920392,1.8849553
0.03930393,1.9032875
0.03940394,1.9216168
0.03950395,1.9399502
0.03960396,1.9582795
0.03970397,1.9766103
0.03980398,1.9949454
0.03990399,2.0132756
0.040004,2.0316057
0.04010401,2.0499368
0.040204022,2.0682695
0.04030403,2.0866
0.04040404,2.104931
0.04050405,2.1232636
0.04060406,2.1415942
0.04070407,2.159929
0.04080408,2.1782577
0.04090409,2.196589
0.0410041,2.2149234
0.04110411,2.2332535
0.04120412,2.2515843
0.04130413,2.269916
0.04140414,2.2882464
0.041504152,2.3065774
0.04160416,2.3248937
0.04170417,2.3432126
0.04180418,2.3615289
0.04190419,2.3798459
0.0420042,2.3981674
0.04210421,2.4164817
0.04220422,2.4348006
0.04230423,2.4531186
0.04240424,2.471434
0.04250425,2.4897547
0.04260426,2.5080714
0.04270427,2.5263882
0.042804282,2.5447073
0.04290429,2.5630221
0.0430043,2.581343
0.04310431,2.5985184
0.04320432,2.6139998
0.04330433,2.6294851
0.04340434,2.6449647
0.04350435,2.6604476
0.04360436,2.6759295
0.043704372,2.6914134
0.04380438,2.7068954
0.04390439,2.7223752
0.0440044,2.7378616
0.044104412,2.7533422
0.04420442,2.7688217
0.04430443,2.784305
0.04440444,2.7997885
0.04450445,2.815269
0.04460446,2.8307507
0.04470447,2.846236
0.04480448,2.8617153
0.04490449,2.8771975
0.045004502,2.8926811
0.04510451,2.9081602
0.04520452,2.9236445
0.04530453,2.9391284
0.045404542,2.9546075
0.04550455,2.9700894
0.04560456,2.9855726
0.04570457,3.0010555
0.04580458,3.0165372
0.04590459,3.0320177
0.0460046,3.0475037
0.04610461,3.0629811
0.04620462,3.0784633
0.046304632,3.0939496
0.04640464,3.1094282
0.04650465,3.1249113
0.04660466,3.1403954
0.046704672,3.1558774
0.04680468,3.1713605
0.04690469,3.1868434
0.0470047,3.202324
0.04710471,3.2178059
0.04720472,3.2332888
0.04730473,3.2487695
0.04740474,3.2642531
0.04750475,3.2797322
0.047604762,3.2952168
0.04770477,3.3106985
0.04780478,3.3261814
0.04790479,3.3416643
0.048004802,3.3571448
0.04810481,3.372625
0.04820482,3.38811
0.04830483,3.4035916
0.04840484,3.4190733
0.04850485,3.4345553
0.04860486,3.450038
0.04870487,3.4655206
0.04880488,3.4810002
0.048904892,3.4964828
0.0490049,3.5119672
0.04910491,3.527449
0.04920492,3.5429292
0.04930493,3.558413
0.04940494,3.573895
0.04950495,3.5893764
0.04960496,3.6048598
0.04970497,3.6203384
0.04980498,3.635827
0.04990499,3.6513069
0.050005,3.6667867
0.05010501,3.6822696
0.050205022,3.6977525
0.05030503,3.7132344
0.05040504,3.7287154
0.05050505,3.7441978
0.05060506,3.7596812
0.05070507,3.7751627
0.05080508,3.790645
0.05090509,3.8061259
0.0510051,3.8216088
0.05110511,3.837091
0.05120512,3.8525736
0.05130513,3.8680549
0.05140514,3.8835392
0.051505152,3.8990197
0.05160516,3.9145
0.05170517,3.9299831
0.05180518,3.9454646
0.05190519,3.9609456
0.0520052,3.976431
0.05210521,3.991912
0.05220522,4.007393
0.05230523,4.0228767
0.052405242,4.038359
0.05250525,4.053841
0.05260526,4.0693226
0.05270527,4.0848045
0.052805282,4.1002893
0.05290529,4.11577
0.0530053,4.1312523
0.05310531,4.1467333
0.05320532,4.162217
0.05330533,4.1777
0.05340534,4.1931806
0.05350535,4.2086635
0.05360536,4.224146
0.053705372,4.2396283
0.05380538,4.255109
0.05390539,4.270591
0.0540054,4.2860723
0.054105412,4.301557
0.05420542,4.3170395
0.05430543,4.332521
0.05440544,4.3480015
0.05450545,4.363484
0.05460546,4.3789663
0.05470547,4.3944473
0.05480548,4.409932
0.05490549,4.425413
0.055005502,4.440896
0.05510551,4.456376
0.05520552,4.47186
0.05530553,4.487342
0.055405542,4.502823
0.05550555,4.5183077
0.05560556,4.5337877
0.05570557,4.549268
0.05580558,4.564756
0.05590559,4.5802355
0.0560056,4.5957165
0.05610561,4.6111994
0.05620562,4.6266828
0.056305632,4.6421647
0.05640564,4.6576457
0.05650565,4.6731277
0.05660566,4.68861
0.056705672,4.704091
0.05680568,4.719574
0.05690569,4.735058
0.0570057,4.750537
0.05710571,4.766021
0.05720572,4.781504
0.05730573,4.796985
0.05740574,4.812469
0.05750575,4.8279495
0.057605762,4.8434296
0.05770577,4.8589125
0.05780578,4.874396
0.05790579,4.889875
0.058005802,4.9053597
0.05810581,4.920841
0.05820582,4.9363246
0.05830583,4.951805
0.05840584,4.967288
0.05850585,4.9827724
0.05860586,4.998251
0.05870587,5.013732
0.05880588,5.0292177
0.058905892,5.0447006
0.0590059,5.060182
0.05910591,5.0756636
0.05920592,5.091144
0.059305932,5.1066313
0.05940594,5.122111
0.05950595,5.137593
0.05960596,5.1530743
0.05970597,5.168556
0.05980598,5.184041
0.05990599,5.1995206
0.060006,5.215002
0.06010601,5.2304854
0.060206022,5.2459664
0.06030603,5.2614493
0.06040604,5.2769337
0.06050605,5.292413
0.060606062,5.3078933
0.06070607,5.3233786
0.06080608,5.3388634
0.06090609,5.3543444
0.0610061,5.369824
0.06110611,5.3853054
0.06120612,5.400789
0.06130613,5.416272
0.06140614,5.4317513
0.061506152,5.447235
0.06160616,5.462717
0.06170617,5.4782014
0.06180618,5.493684
0.061906192,5.5091643
0.0620062,5.524651
0.06210621,5.5401287
0.06220622,5.5556097
0.06230623,5.571095
0.062406242,5.5865755
0.06250625,5.6020575
0.06260626,5.6175404
0.06270627,5.6330204
0.06280628,5.6485057
0.06290629,5.663986
0.063006304,5.679469
0.06310631,5.6949515
0.06320632,5.7104316
0.06330633,5.725915
0.06340634,5.741396
0.06350635,5.7568765
0.06360636,5.772361
0.06370637,5.7878423
0.06380638,5.798074
0.063906394,5.8062077
0.0640064,5.814346
0.06410641,5.822481
0.06420642,5.830617
0.06430643,5.8387527
0.06440644,5.84689
0.06450645,5.8550243
0.06460646,5.8631663
0.06470647,5.8713064
0.06480648,5.8794484
0.06490649,5.8875895
0.0650065,5.895733
0.06510651,5.9038754
0.06520652,5.912016
0.06530653,5.9201565
0.06540654,5.928298
0.06550655,5.9364395
0.065606564,5.944583
0.06570657,5.9527245
0.06580658,5.960867
0.06590659,5.9690065
0.0660066,5.977148
0.06610661,5.9852896
0.06620662,5.993431
0.06630663,6.001571
0.06640664,6.009714
0.066506654,6.0178556
0.06660666,6.0259976
0.06670667,6.03414
0.06680668,6.04228
0.06690669,6.050422
0.0670067,6.058564
0.06710671,6.066704
0.06720672,6.074847
0.06730673,6.082988
0.067406744,6.0911293
0.06750675,6.0992713
0.06760676,6.1074133
0.06770677,6.115554
0.06780678,6.1236978
0.06790679,6.131838
0.0680068,6.1399803
0.06810681,6.148121
0.068206824,6.156264
0.06830683,6.1644073
0.06840684,6.172545
0.06850685,6.180688
0.06860686,6.18883
0.06870687,6.1969714
0.06880688,6.2051125
0.06890689,6.213255
0.0690069,6.2213964
0.069106914,6.229539
0.06920692,6.237679
0.06930693,6.2458205
0.06940694,6.2539625
0.06950695,6.2621026
0.06960696,6.2702456
0.06970697,6.278388
0.06980698,6.2865276
0.06990699,6.294669
0.070007004,6.302811
0.07010701,6.310953
0.07020702,6.319094
0.07030703,6.327237
0.07040704,6.3353777
0.07050705,6.3435187
0.07060706,6.351659
0.07070707,6.3598027
0.07080708,6.367935
0.07090709,6.376069
0.0710071,6.384201
0.07110711,6.392334
0.07120712,6.400467
0.07130713,6.4086013
0.07140714,6.416732
0.07150715,6.4248667
0.07160716,6.4329977
0.071707174,6.4411316
0.07180718,6.4492655
0.07190719,6.4573984
0.0720072,6.465532
0.07210721,6.473663
0.07220722,6.4817963
0.07230723,6.4899297
0.07240724,6.498062
0.07250725,6.506194
0.072607264,6.51433
0.07270727,6.5224624
0.07280728,6.530595
0.07290729,6.5387273
0.0730073,6.5468597
0.07310731,6.5549927
0.07320732,6.5631247
0.07330733,6.571258
0.07340734,6.5793915
0.07350735,6.5875254
0.07360736,6.5956564
0.07370737,6.60379
0.07380738,6.6119246
0.07390739,6.620055
0.0740074,6.628188
0.07410741,6.636321
0.07420742,6.6444554
0.074307434,6.652589
0.07440744,6.6607213
0.07450745,6.6688557
0.07460746,6.6769876
0.07470747,6.6851196
0.07480748,6.6932535
0.07490749,6.701385
0.0750075,6.7095194
0.07510751,6.7176514
0.075207524,6.7257843
0.07530753,6.7339177
0.07540754,6.742051
0.07550755,6.7501836
0.07560756,6.758316
0.07570757,6.766449
0.07580758,6.77458
0.07590759,6.782715
0.0760076,6.790847
0.076107614,6.798982
0.07620762,6.8071136
0.07630763,6.8152456
0.07640764,6.8233814
0.07650765,6.831512
0.07660766,6.8396435
0.07670767,6.8477755
0.07680768,6.855912
0.076907694,6.864046
0.0770077,6.8721786
0.07710771,6.880311
0.07720772,6.888445
0.07730773,6.896577
0.07740774,6.904711
0.07750775,6.9128447
0.07760776,6.9209757
0.07770777,6.929106
0.077807784,6.9372406
0.07790779,6.945373
0.0780078,6.9535065
0.07810781,6.9616394
0.07820782,6.9697733
0.07830783,6.9779058
0.07840784,6.986039
0.07850785,6.99417
0.07860786,7.0023055
0.078707874,7.0104375
0.07880788,7.01857
0.07890789,7.0267034
0.0790079,7.034837
0.07910791,7.0429707
0.07920792,7.051101
0.07930793,7.059235
0.07940794,7.0673676
0.079507954,7.0755014
0.07960796,7.083633
0.07970797,7.0917664
0.07980798,7.0999002
0.07990799,7.1080337
0.080008,7.116167
0.08010801,7.1243
0.08020802,7.1324306
0.08030803,7.1405635
0.080408044,7.1486983
0.08050805,7.1568313
0.08060806,7.1649647
0.08070807,7.173097
0.08080808,7.1812296
0.08090809,7.189361
0.0810081,7.1974955
0.08110811,7.2056284
0.08120812,7.2137604
0.081308134,7.221895
0.08140814,7.230027
0.08150815,7.238158
0.08160816,7.246293
0.08170817,7.2544255
0.08180818,7.2625594
0.08190819,7.270692
0.0820082,7.278822
0.082108214,7.286957
0.08220822,7.2950907
0.08230823,7.3032227
0.08240824,7.3113575
0.08250825,7.319488
0.08260826,7.3276234
0.08270827,7.335754
0.08280828,7.3438873
0.08290829,7.352021
0.083008304,7.360154
0.08310831,7.368287
0.08320832,7.376421
0.08330833,7.3822727
0.08340834,7.386462
0.08350835,7.390652
0.08360836,7.3948393
0.08370837,7.39903
0.08380838,7.4032183
0.083908394,7.4074106
0.0840084,7.4115987
0.08410841,7.415789
0.08420842,7.4199777
0.08430843,7.424168
0.08440844,7.4283566
0.08450845,7.4325466
0.08460846,7.436737
0.08470847,7.4409246
0.08480848,7.445114
0.08490849,7.449305
0.0850085,7.453494
0.08510851,7.4576845
0.08520852,7.461873
0.08530853,7.4660654
0.08540854,7.470252
0.08550855,7.4744406
0.085608564,7.478633
0.08570857,7.482821
0.08580858,7.48701
0.08590859,7.4911995
0.0860086,7.4953885
0.08610861,7.499579
0.08620862,7.503767
0.08630863,7.5079565
0.08640864,7.512147
0.086508654,7.5163364
0.08660866,7.520526
0.08670867,7.5247164
0.08680868,7.5289054
0.08690869,7.533096
0.0870087,7.5372844
0.08710871,7.541474
0.08720872,7.545662
0.08730873,7.549852
0.087408744,7.554042
0.08750875,7.558233
0.08760876,7.56242
0.08770877,7.56661
0.08780878,7.570801
0.08790879,7.5749893
0.0880088,7.57918
0.08810881,7.58337
0.088208824,7.587557
0.08830883,7.5917487
0.08840884,7.595937
0.08850885,7.600127
0.08860886,7.6043153
0.08870887,7.6085052
0.08880888,7.612694
0.08890889,7.616885
0.0890089,7.6210737
0.089108914,7.625263
0.08920892,7.6294546
0.08930893,7.633644
0.08940894,7.6378307
0.08950895,7.642021
0.08960896,7.6462116
0.08970897,7.650401
0.08980898,7.6545887
0.08990899,7.658778
0.090009004,7.6629696
0.09010901,7.667159
0.09020902,7.6713476
0.09030903,7.675537
0.09040904,7.6797266
0.09050905,7.683917
0.09060906,7.6881056
0.09070907,7.6922946
0.090809084,7.6964865
0.09090909,7.700675
0.0910091,7.704865
0.09110911,7.709053
0.09120912,7.7132435
0.09130913,7.717432
0.09140914,7.7216206
0.09150915,7.7258134
0.09160916,7.7299995
0.091709174,7.7341895
0.09180918,7.73838
0.09190919,7.7425714
0.0920092,7.7467594
0.09210921,7.7509484
0.09220922,7.755138
0.09230923,7.759328
0.09240924,7.763518
0.09250925,7.767707
0.092609264,7.7718964
0.09270927,7.776086
0.09280928,7.7802763
0.09290929,7.784465
0.0930093,7.7886524
0.09310931,7.792843
0.09320932,7.7970324
0.09330933,7.8012238
0.093409345,7.8054123
0.09350935,7.8096013
0.09360936,7.8137903
0.09370937,7.817981
0.09380938,7.822171
0.09390939,7.8263593
0.0940094,7.8305492
0.09410941,7.83474
0.09420942,7.8389263
0.094309434,7.843117
0.09440944,7.847306
0.09450945,7.8514967
0.09460946,7.8556867
0.09470947,7.8598757
0.09480948,7.864064
0.09490949,7.8682566
0.0950095,7.872443
0.09510951,7.8766317
0.095209524,7.880823
0.09530953,7.8850126
0.09540954,7.8892035
0.09550955,7.893391
0.09560956,7.8975782
0.09570957,7.9017725
0.09580958,7.9059596
0.09590959,7.9101496
0.096009605,7.9143395
0.096109614,7.9185276
0.09620962,7.9227185
0.09630963,7.9269085
0.09640964,7.931097
0.09650965,7.935286
0.09660966,7.939475
0.09670967,7.943664
0.09680968,7.9478555
0.096909694,7.952045
0.0970097,7.956234
0.09710971,7.960422
0.09720972,7.9646144
0.09730973,7.9688015
0.09740974,7.972992
0.09750975,7.9771805
0.09760976,7.9813704
0.09770977,7.9855595
0.097809784,7.98975
0.09790979,7.9939404
0.0980098,7.998129
0.09810981,8.0023155
0.09820982,8.006508
0.09830983,8.010697
0.09840984,8.014886
0.09850985,8.014184
0.09860986,8.011916
0.098709874,8.009651
0.09880988,8.007386
0.09890989,8.005117
0.0990099,8.002853
0.09910991,8.000586
0.09920992,7.998319
0.09930993,7.9960546
0.09940994,7.993789
0.099509954,7.9915237
0.09960996,7.9892573
0.09970997,7.986989
0.09980998,7.984726
0.09990999,7.982459
0.10001,7.980192
0.10011001,7.9779263
0.10021002,7.975662
0.10031003,7.9733963
0.100410044,7.9711285
0.10051005,7.9688635
0.10061006,7.966596
0.10071007,7.9643316
0.10081008,7.9620657
0.10091009,7.9598017
0.1010101,7.957535
0.10111011,7.955267
0.10121012,7.9530025
0.101310134,7.9507356
0.10141014,7.948468
0.10151015,7.9462023
0.10161016,7.9439363
0.10171017,7.94167
0.10181018,7.939406
0.10191019,7.937138
0.1020102,7.9348736
0.102110215,7.9326067
0.10221022,7.9303393
0.10231023,7.9280753
0.10241024,7.925808
0.10251025,7.9235444
0.10261026,7.9212766
0.10271027,7.919012
0.10281028,7.916747
0.10291029,7.9144793
0.103010304,7.9122133
0.10311031,7.909947
0.10321032,7.9076815
0.10331033,7.905415
0.10341034,7.9031506
0.10351035,7.9008822
0.10361036,7.8986177
0.10371037,7.896351
0.10381038,7.8940854
0.103910394,7.891818
0.1040104,7.889553
0.10411041,7.887286
0.10421042,7.885021
0.10431043,7.882754
0.10441044,7.88049
0.10451045,7.8782234
0.10461046,7.875958
0.104710475,7.873694
0.104810484,7.8714247
0.10491049,7.86916
0.1050105,7.866893
0.10511051,7.8646264
0.10521052,7.862362
0.10531053,7.860096
0.10541054,7.85783
0.10551055,7.855564
0.105610564,7.8532968
0.10571057,7.851031
0.10581058,7.8487654
0.10591059,7.846498
0.1060106,7.844234
0.10611061,7.8419685
0.10621062,7.8396997
0.10631063,7.837435
0.10641064,7.8351707
0.106510654,7.832903
0.10661066,7.830639
0.10671067,7.828373
0.10681068,7.826106
0.10691069,7.8238397
0.1070107,7.821573
0.10711071,7.819307
0.10721072,7.817043
0.107310735,7.8147755
0.107410744,7.8125095
0.10751075,7.810244
0.10761076,7.8079762
0.10771077,7.8057103
0.10781078,7.8034453
0.10791079,7.80118
0.1080108,7.7989135
0.10811081,7.796649
0.108210824,7.794381
0.10831083,7.7921157
0.10841084,7.7898493
0.10851085,7.787584
0.10861086,7.785318
0.10871087,7.7830515
0.10881088,7.7807846
0.10891089,7.7785196
0.1090109,7.776253
0.109110914,7.7739882
0.10921092,7.771722
0.10931093,7.769457
0.10941094,7.76719
0.10951095,7.7649236
0.10961096,7.762657
0.10971097,7.760392
0.10981098,7.7581277
0.109910995,7.755857
0.110011004,7.753595
0.11011101,7.751328
0.11021102,7.749062
0.11031103,7.7467947
0.11041104,7.744528
0.11051105,7.7422647
0.11061106,7.739999
0.11071107,7.737733
0.110811085,7.735463
0.11091109,7.7331986
0.1110111,7.730934
0.11111111,7.7286673
0.11121112,7.726402
0.11131113,7.7241354
0.11141114,7.72187
0.11151115,7.719603
0.11161116,7.7173386
0.111711174,7.715073
0.11181118,7.7128057
0.11191119,7.7105384
0.1120112,7.7082753
0.11211121,7.7060094
0.11221122,7.703742
0.11231123,7.7014766
0.11241124,7.699212
0.112511255,7.696944
0.112611264,7.69468
0.11271127,7.6924114
0.11281128,7.6901455
0.11291129,7.687882
0.1130113,7.6856127
0.11311131,7.6833496
0.11321132,7.6806436
0.11331133,7.67711
0.113411345,7.6735773
0.113511354,7.670045
0.11361136,7.6665115
0.11371137,7.66298
0.11381138,7.658196
0.11391139,7.652818
0.1140114,7.6474385
0.11411141,7.6420584
0.11421142,7.636679
0.114311434,7.6312976
0.11441144,7.6259165
0.11451145,7.6205387
0.11461146,7.615156
0.11471147,7.6097775
0.11481148,7.604398
0.11491149,7.599016
0.1150115,7.5936375
0.11511151,7.5882573
0.115211524,7.5828757
0.11531153,7.577494
0.11541154,7.572112
0.11551155,7.5667343
0.11561156,7.561356
0.11571157,7.5559726
0.11581158,7.5505934
0.11591159,7.5452147
0.116011605,7.539834
0.116111614,7.5344524
0.11621162,7.529071
0.11631163,7.5236907
0.11641164,7.5183115
0.11651165,7.5129313
0.11661166,7.5075502
0.11671167,7.5021696
0.11681168,7.496791
0.116911694,7.4914103
0.1170117,7.4860277
0.11711171,7.48065
0.11721172,7.4752693
0.11731173,7.4698877
0.11741174,7.464509
0.11751175,7.459129
